url_length,number_of_special_characters,_has_ssl,number_of_name_servers,number_of_href_links,has_pop_up,has_input,has_password,domain_age,number_of_subdomains,has_favicon,NonStdPort,LinksInScriptTags,has_title,has_submit,has_button,has_link,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_images,number_of_option,number_of_list,number_of_TR,number_of_TH,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,number_link,has_abnormalURL,has_dns_recording,GoogleIndex,double_slash_redirecting,domain_registration_length,statistical_report,submitting_to_email,https_token,count_redirects,has_executable_files,count_javascript_files,number_of_emails,get_ssl_update_age,get_ip_count,get_ssl_expiry_duration,number_of_smtp_servers,number_of_txt_records,shortening_service,url,Label
21,0,0,2,140,0,1,0,8,1,1,1,-1,1,1,1,1,1,1,0,0,22,0,214,101,0,0,43,59,12,1,1,1,8055,0,140,286,0,0,1,0,0,1,6,0,0,0,0,83,0,21,0,-1,1,1,0,1,1,1,1,0,2,17,178,1,186,-1,-1,0,http://carpetworldlondon.com,1
13,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,-1,-1,1,236,2,1,0,http://bestcahnge.ru,1
17,0,1,1,74,0,1,0,14,1,1,1,1,1,1,0,1,1,1,0,0,9,0,0,40,0,0,14,12,126,1,1,1,6650,0,74,41,5,1,1,1,0,1,4,1,0,0,0,51,0,29,0,-1,1,1,1,1,1,1,1,0,4,17,413,1,489,-1,1,0,http://evansstdental.com,1
13,0,1,4,0,0,0,0,11,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,143,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,3,14,2469,1,32,1,1,0,https://chrischan.net,1
10,1,1,4,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,19,340,4,55,-1,-1,0,http://bixel2.net,1
14,0,0,2,14,0,1,0,13,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,5,0,0,17,20,15,1,1,1,3162,0,14,30,0,1,1,0,0,1,21,1,0,0,0,9,0,5,0,-1,1,1,1,1,1,1,0,0,6,-1,13,1,381,2,1,0,http://evaristo.co.uk,1
33,1,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,23,137,1,259,-1,-1,0,http://fbhackathon.montpellier-agglo.com,1
18,0,0,4,7,0,0,0,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,54,1,1,0,356,0,7,54,3,1,0,0,0,0,8,0,0,0,0,0,0,4,0,1,1,1,0,1,1,1,1,0,0,17,305,2,58,-1,1,0,http://carringtonally.com,1
19,0,1,2,47,0,0,0,12,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,31,0,0,25,51,23,0,1,1,1090,0,47,474,0,1,0,0,1,0,17,1,0,1,9,34,0,32,0,-1,1,1,1,1,1,1,1,0,9,17,59,3,670,5,1,0,http://pomahinadesigns.com,1
20,2,0,0,1,0,0,0,13,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,71,1,0,0,697,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,-1,1,1,1,0,0,0,-1,218,1,-1,-1,-1,0,http://bestch-new.ua-ix.biz,1
12,0,1,2,18,0,0,0,20,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,25,0,0,27,15,6,1,1,0,3825,0,18,69,0,1,0,0,0,0,8,0,0,0,0,2,0,6,0,-1,1,1,0,1,1,1,1,0,0,14,317,2,71,2,1,0,http://elteriak.com,1
19,0,1,2,322,0,1,0,9,1,1,1,0,1,1,1,1,0,0,0,0,4,0,0,98,0,0,74,29,52,1,1,1,7649,0,322,148,0,1,1,0,1,0,19,1,0,0,0,63,0,27,0,-1,1,1,0,1,1,1,1,0,5,-1,-1,1,73,-1,-1,0,http://apostolesdelvino.cl,1
14,2,1,2,203,0,1,0,0,1,1,1,-1,1,1,0,1,0,0,0,0,2,0,0,112,0,0,47,13,52,1,1,1,5867,0,203,179,0,0,1,0,0,1,11,0,0,0,0,152,0,73,0,-1,1,1,-1,1,1,1,1,0,1,-1,-1,1,-1,1,1,0,http://biya2music2.ir,1
23,0,0,4,226,0,0,0,12,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,185,0,0,10,15,52,0,1,1,9126,1,226,187,0,0,0,0,1,0,15,0,0,0,0,48,0,15,0,-1,1,1,0,1,1,1,1,0,0,17,182,2,182,1,3,0,http://carringtonwholesale.com,1
21,1,1,2,36,0,0,0,0,1,1,1,-1,1,0,1,1,0,0,0,0,0,0,0,30,0,0,5,18,90,1,1,0,1454,0,36,16,0,1,0,0,0,0,7,1,0,0,0,6,0,1,0,-1,1,1,-1,1,1,1,1,0,1,-1,-1,1,-1,1,1,0,http://elternverein-abgru.ch,1
30,0,1,0,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,6,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,-1,1,1,1,1,1,1,0,0,0,2,-1,1,1536,-1,-1,0,http://fbkverifyemail.webcindario.com,1
16,0,1,3,3,0,1,0,4,1,1,1,1,1,0,1,1,1,0,0,0,3,0,0,5,0,0,19,10,51,1,1,1,6597,1,3,41,0,1,1,1,0,1,3,1,0,0,0,0,0,1,0,-1,1,1,0,1,1,1,1,0,10,2,-1,1,148,-1,-1,0,http://pomdereinette.fr,1
26,0,1,0,33,0,0,0,10,1,1,1,-1,1,0,1,1,0,0,0,0,0,0,0,8,0,0,2,22,53,1,1,0,686,0,33,26,3,1,0,0,0,0,12,1,0,0,0,5,0,22,0,-1,1,1,0,1,1,1,1,0,0,2,338,1,41,1,1,0,https://chrisdaddstrackbuilder.com,1
13,0,1,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,2,-1,-1,1,338,1,1,0,http://bestchamge.ru,1
19,0,1,2,56,1,1,0,15,0,1,1,0,1,0,1,1,0,1,0,0,8,0,0,19,0,0,31,39,54,1,1,1,2576,0,56,202,0,1,1,0,0,1,25,1,0,0,0,43,0,40,0,-1,1,1,0,1,1,1,1,0,0,17,35,1,319,-1,2,0,http://apoyografico.com.co,1
13,1,1,4,107,0,1,0,6,1,1,1,-1,1,1,0,1,0,0,0,0,2,0,0,54,4,0,36,26,11,1,1,1,2611,0,107,53,10,1,1,0,0,1,18,1,0,0,0,59,4,30,0,-1,1,1,0,1,1,1,0,0,3,2,298,1,112,-1,1,0,http://eve-apple.com,1
10,0,1,2,0,0,0,0,6,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,103,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,-1,1,1,1,1,1,1,1,0,0,3,-1,1,712,1,1,0,http://fblife.xyz,1
23,1,1,3,110,0,0,0,9,1,1,1,-1,1,0,0,1,0,0,0,1,0,0,0,69,0,0,10,86,53,0,1,1,4298,0,110,343,0,1,0,0,1,0,24,0,0,0,0,24,0,32,0,-1,1,1,1,1,1,1,1,0,17,17,148,1,1145,1,1,0,http://applied-metaphysics.org,1
19,1,1,2,66,0,1,0,0,1,1,1,-1,1,0,1,1,1,1,0,0,13,0,0,26,0,0,53,46,67,1,1,1,17841,0,66,692,8,1,1,0,1,1,10,0,0,0,0,198,0,37,0,-1,1,1,0,1,1,1,1,0,0,3,-1,1,201,2,1,0,http://carrinho-online.com,1
18,1,1,2,84,1,1,0,2,1,1,1,0,1,0,1,1,0,0,0,0,2,0,0,32,0,0,1,20,48,1,0,0,5615,0,84,147,0,1,1,0,0,1,83,1,0,0,0,93,0,16,0,-1,1,1,0,1,1,1,1,0,4,-1,-1,1,167,2,1,0,http://pomosch-yurista.ru,1
15,0,1,2,362,0,1,0,2,1,1,1,0,1,0,1,1,0,0,0,0,2,0,0,58,0,0,0,37,207,1,0,0,12841,0,362,1234,0,1,1,0,0,1,5,1,0,0,0,34,0,108,0,1,1,1,0,1,1,1,1,0,4,2,-1,1,270,1,1,0,http://biyografisi.org,1
13,0,1,0,0,0,0,0,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,19,6,1,359,-1,-1,0,http://eltonlobo.com,1
23,6,0,0,0,0,0,0,19,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,0,-1,473,1,810,-1,-1,0,http://eve292929.dothome.co.kr,1
20,0,1,2,1,0,0,0,24,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,90,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,0,17,-1,1,598,1,-1,0,https://christadelphians.net,1
16,0,0,4,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,2,-1,1,349,2,1,0,http://eltonturnage.com,1
24,0,0,0,0,0,0,0,2,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,-1,673,1,-26,-1,-1,0,http://fblikes.lockernerd.co.uk,1
14,0,1,0,75,0,1,0,0,0,1,1,-1,1,0,1,1,1,1,0,0,6,0,0,59,0,0,3,37,22,1,1,1,7765,0,75,264,0,1,1,0,0,0,17,1,0,0,0,143,0,24,0,-1,1,1,-1,1,1,1,1,0,2,-1,-1,1,-1,-1,-1,0,http://evenodd.com.pk,1
18,0,1,3,352,1,1,0,16,1,1,1,1,1,1,0,1,1,1,0,0,11,2,0,256,0,0,7,172,26,0,1,1,11596,0,352,331,1,1,1,0,1,0,4,1,0,0,0,79,0,6,0,-1,1,1,0,1,1,1,1,0,18,17,-1,1,293,5,-1,0,http://appliedmagnets.com,1
14,0,1,2,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,19,0,1,-16,-1,-1,0,http://bestchange.one,1
18,0,1,2,2,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,7,26,1,0,0,336,0,2,18,0,0,1,0,0,0,3,0,0,0,2,1,0,0,0,-1,1,1,0,1,1,1,1,0,2,2,131,1,99,-1,-1,0,http://carryarbitrage.com,1
11,0,1,2,251,0,1,1,6,1,1,1,-1,1,1,1,1,0,1,0,0,11,0,144,159,0,0,27,135,71,0,1,1,13326,0,251,461,18,1,1,0,1,1,20,1,0,0,0,376,0,75,0,-1,1,1,0,1,1,1,1,0,1,-1,-1,1,-1,5,1,0,http://eluxshop.hr,1
29,0,0,2,0,0,0,0,17,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,17,243,1,82,-1,-1,0,https://christianassemblyohatchee.com,1
10,1,1,2,45,0,0,0,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6,0,0,5,8,46,0,1,1,2943,1,45,58,6,1,0,0,0,0,16,1,0,1,2,84,0,18,0,-1,1,1,0,1,1,1,1,0,0,2,-1,1,66,1,-1,0,http://ponto7.com,1
15,0,1,2,4,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,1,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,1,1,1,1,0,0,0,-1,183,1,498,-1,1,0,http://carsearch.co.uk,1
21,0,1,2,6,0,0,0,11,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,6,6,31,1,1,0,1658,0,6,14,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,-1,1,1,1,1,1,1,0,0,2,13,1780,1,801,1,1,0,https://christianbeaulieu.com,1
16,1,1,2,361,0,1,0,14,1,1,1,-1,1,0,1,1,0,0,0,0,5,0,0,209,0,0,11,72,23,1,1,0,15942,1,361,739,0,1,1,0,1,0,19,1,0,0,0,235,0,52,0,-1,1,1,0,1,1,1,1,0,2,4,-1,1,144,-1,2,0,http://evently-yours.fr,1
12,0,0,2,9,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,51,0,1,0,1893,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,-1,1,1,1,1,1,1,0,0,0,-1,94,1,644,1,-1,0,http://poodlepr.com,1
11,0,1,0,32,0,1,0,0,1,1,1,-1,1,1,1,1,0,1,0,0,9,0,0,30,0,0,10,33,43,0,1,1,3207,0,32,357,16,1,1,1,0,1,11,0,0,0,0,55,0,10,0,-1,1,1,-1,1,1,1,1,0,0,-1,-1,1,-1,-1,-1,0,http://applogic.be,1
26,1,1,0,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,6,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,-1,1,1,1,1,1,1,0,0,0,2,295,1,1536,-1,-1,0,http://fcbkvideo2.webcindario.com,1
13,0,0,2,120,0,0,0,13,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,28,0,0,43,53,84,1,1,1,13159,0,120,420,0,0,0,0,1,0,44,0,0,0,0,193,0,32,0,-1,1,1,0,1,1,1,1,0,17,25,28,2,336,6,-1,0,http://bizcloudz.net,1
19,0,1,2,53,0,1,0,10,1,1,1,1,1,0,1,1,0,0,0,0,2,0,0,18,0,0,3,17,6,1,1,1,2679,0,53,83,0,1,1,0,0,1,22,1,0,0,0,29,0,2,0,-1,1,1,0,1,1,1,1,0,3,17,68,1,252,1,1,0,https://christiancanaan.org,1
32,1,0,2,59,0,1,0,16,0,1,1,1,1,0,1,1,0,0,0,0,2,0,0,48,0,0,6,27,29,1,0,1,3609,1,59,86,0,1,1,0,0,1,3,0,0,0,0,6,0,4,0,-1,1,1,0,1,1,1,1,0,22,-1,10,1,354,-1,-1,0,http://pplresolvelimitation-page.com.nu,1
17,2,1,0,3,0,1,1,7,0,1,1,0,1,1,0,1,1,1,0,0,7,0,0,0,0,0,0,4,9,0,0,0,179,0,3,18,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,-1,1,1,0,1,1,1,1,0,2,30,-1,4,214,-1,-1,0,http://app.99inbound.com,1
9,0,1,0,251,0,1,0,17,1,1,1,-1,1,1,1,1,0,0,0,0,4,0,0,233,0,0,19,64,67,0,1,1,7860,1,251,202,0,1,1,0,1,1,14,1,0,0,0,271,0,14,0,-1,1,1,0,1,1,1,1,0,0,-1,22,1,327,-1,-1,0,http://carsel.it,1
25,0,1,2,10,0,1,0,15,1,1,1,-1,1,1,0,1,0,0,0,0,4,0,0,13,0,0,28,3,31,1,1,1,12249,0,10,19,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,-1,1,1,1,1,1,1,1,0,1,19,12,1,384,-1,-1,0,http://poolbilliardssupplies.com,1
17,0,1,2,40,0,0,0,5,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,29,0,0,21,110,50,0,1,1,4518,0,40,325,0,1,0,0,1,0,18,1,0,0,0,190,0,18,0,-1,1,1,1,1,1,1,1,0,0,17,79,1,650,2,3,0,http://bizcollateral.com,1
16,1,1,4,55,0,0,0,6,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,24,0,0,12,10,58,1,1,0,9203,1,55,76,0,1,0,0,1,0,21,1,0,0,0,10,0,1,0,-1,1,1,-1,1,1,1,1,0,2,-1,1789,1,-1,1,2,0,http://fce-transport.nl,1
17,0,1,2,6,0,1,0,10,1,1,1,1,1,1,0,1,0,1,0,0,9,0,0,0,0,0,0,18,24,0,1,0,264,0,6,35,0,0,1,1,0,1,7,0,0,0,0,8,0,1,0,1,1,1,0,1,1,1,1,0,1,17,-1,1,39,-1,1,0,http://eventsbymarge.com,1
14,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,19,62,1,287,3,-1,0,http://apprewards.xyz,1
18,5,0,2,46,0,0,0,13,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,23,0,0,17,0,85,1,1,1,3321,0,46,43,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,-1,1,1,0,1,1,1,0,0,0,17,464,1,30,2,-1,0,http://poolcare85373.info,1
21,0,1,0,4,0,1,1,10,0,1,1,1,1,1,0,1,0,1,0,0,8,0,0,4,5,0,0,8,19,0,0,0,488,0,4,18,0,0,1,0,0,1,1,0,0,0,0,11,1,3,0,-1,1,1,1,1,1,1,1,0,5,32,122,1,617,-1,-1,1,http://app.dialoginsight.com,1
15,1,1,2,41,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,30,0,0,195,12,13,1,0,0,12983,0,41,25,0,1,0,0,0,0,2,1,0,0,0,56,0,41,0,-1,1,1,-1,1,1,1,0,0,11,-1,-1,1,-1,1,1,0,http://elvis-stanic.hr,1
18,0,1,2,33,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,24,0,0,6,27,18,0,1,1,2817,0,33,300,0,1,0,0,0,0,20,1,0,0,0,6,0,28,0,-1,1,1,0,1,1,1,1,0,13,-1,-1,4,341,5,1,0,https://christiansophus.dk,1
17,0,1,2,247,0,1,1,8,1,1,1,0,1,1,0,1,1,1,0,0,20,0,0,30,0,0,13,49,109,1,1,1,7822,0,247,670,0,1,1,0,1,1,26,1,0,1,5,224,0,76,0,-1,1,1,0,1,1,1,1,0,9,14,287,2,78,1,2,0,http://cartagenaplay.com,1
21,2,1,0,1,0,0,0,16,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,0,202,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,2,617,2,145,-1,-1,0,http://pooleyinc.cmail19.com,1
11,0,1,2,60,0,1,0,10,1,1,1,-1,1,1,0,1,1,1,0,1,11,0,0,0,0,0,24,19,16,1,1,1,2999,0,60,176,12,1,1,0,0,0,24,1,0,0,1,14,0,64,0,-1,1,1,0,1,1,1,1,0,1,17,94,1,270,1,1,0,http://everdem.com,1
16,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,-1,139,1,241,-1,-1,0,http://app.form2pay.com,1
15,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,17,113,1,-1,-1,1,0,http://ppparagon.co.th,1
15,0,1,2,181,0,1,0,17,1,1,1,0,1,1,1,1,0,1,0,0,3,0,164,74,0,0,8,14,43,0,0,0,7970,1,181,159,0,1,1,0,0,0,7,1,0,0,0,114,0,70,0,-1,1,1,0,1,1,1,1,0,9,2,-1,1,364,1,-1,0,http://bizimakyazi.com,1
24,0,1,4,30,1,1,0,10,1,1,1,-1,1,0,1,1,0,1,0,0,1,0,0,23,0,0,13,16,60,1,1,1,3327,0,30,33,0,1,0,0,0,0,9,1,0,0,0,13,0,21,0,1,1,1,1,1,1,1,1,0,0,2,2475,1,517,-1,-1,0,https://christinactionprayer.com,1
20,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,-1,-1,1,-1,-1,1,0,http://everestmotors.com.np,1
13,0,0,2,3315,1,1,0,26,1,1,1,0,1,1,0,1,0,0,0,0,2,0,0,3269,0,0,32,25,84,0,1,1,161026,0,3315,68,0,0,1,0,1,1,4,0,0,0,0,33,0,28,0,-1,1,1,1,1,1,1,1,0,2,4,1450,1,373,2,-1,0,http://fcfighter.com,1
9,0,1,2,541,0,1,0,7,1,1,1,-1,1,1,1,1,1,1,0,0,6,0,0,39,0,0,20,21,18,0,0,1,19726,1,541,867,251,1,1,0,0,1,6,1,0,0,0,4,0,41,0,-1,1,1,1,1,1,1,0,0,1,2,-1,1,723,-1,1,0,http://elwtn.com,1
21,0,1,3,42,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25,15,1,1,0,1383,0,42,93,18,1,0,0,0,0,14,1,0,0,0,37,0,18,0,-1,1,1,-1,1,1,1,1,0,10,-1,-1,4,-1,5,1,0,https://christinasmith.com.au,1
18,0,1,2,101,1,1,1,15,1,1,1,0,1,0,1,1,1,0,0,0,15,0,0,65,0,0,33,70,56,0,1,0,7053,1,101,185,0,1,1,0,0,1,22,1,0,0,0,34,0,12,0,-1,1,1,0,1,1,1,1,0,19,17,134,1,230,-1,-1,1,http://carterschemist.com,1
19,0,1,5,49,0,1,0,20,1,1,1,1,1,0,0,1,0,0,0,0,6,0,4,13,0,0,4,14,129,1,0,1,6339,0,49,63,0,0,1,0,1,1,12,0,0,0,0,0,0,28,0,-1,1,1,0,1,1,1,1,0,10,15,-1,1,363,1,-1,0,http://popandrollmusic.com,1
9,0,1,0,0,0,0,0,22,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,25,10,2,365,1,2,0,http://fciaa.org,1
13,0,0,2,20,0,1,0,25,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,11,4,10,1,1,0,1030,1,20,36,0,0,0,0,1,1,11,1,0,0,0,8,0,12,0,-1,1,1,0,1,1,1,0,0,2,25,-1,1,206,2,2,0,http://bizmarkie.com,1
14,0,0,2,1,0,0,0,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,0,0,166,0,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,-1,1,1,1,1,1,1,0,0,0,17,-1,1,416,2,-1,0,http://pptpalooza.net,1
14,0,1,4,40,0,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,5,0,0,21,0,0,7,61,32,0,1,1,1012,0,40,136,0,1,1,0,0,0,16,0,0,0,0,32,0,16,0,-1,1,1,-1,1,1,1,1,0,0,-1,-1,1,-1,-1,-1,0,http://evergem.com.au,1
18,0,0,2,56,0,1,0,12,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,41,4,0,29,17,26,1,1,1,2863,0,56,48,0,0,0,0,0,0,4,0,0,0,0,16,2,17,0,-1,1,1,0,1,1,1,0,0,14,2,-1,1,341,5,1,0,http://elysiumtravels.com,1
17,0,1,2,49,0,1,0,6,1,1,1,-1,1,0,1,1,1,1,0,0,11,0,0,36,0,0,11,44,27,1,1,1,4742,0,49,174,0,0,1,0,0,1,18,1,0,0,0,47,0,4,0,-1,1,1,0,1,1,1,1,0,0,2,-1,1,328,1,-1,0,https://christineblain.fr,1
22,1,1,4,2,0,0,0,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,38,0,0,0,542,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,-1,1,1,0,1,1,1,0,0,1,-1,7,2,342,1,1,1,http://bizsolutions-int.co.uk,1
10,0,1,2,133,1,0,0,18,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,213,0,0,38,29,26,1,1,1,6529,1,133,98,0,1,0,0,1,0,6,1,0,0,0,21,0,122,0,-1,1,1,0,1,1,1,1,0,17,2,-1,1,279,1,3,0,http://fcrims.com,1
22,3,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,0,3,217,1,527,-1,-1,0,http://evergem.pitstop101.com,1
19,0,1,0,0,0,1,0,25,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,70,0,0,0,169,0,0,6,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,-1,1,1,1,1,1,1,1,0,0,2,157,1,1791,-1,2,0,http://app.getresponse.com,1
13,0,1,2,101,0,1,0,5,0,1,1,0,1,0,1,1,0,1,0,0,7,0,0,91,0,0,59,30,68,1,1,1,10979,0,101,141,0,1,1,0,1,1,13,1,0,0,0,60,0,8,0,-1,1,1,1,1,1,1,1,0,3,-1,156,3,455,5,5,0,http://carveto.co.uk,1
10,2,0,0,15,0,0,0,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,38,0,0,2,9,72,0,1,0,2193,0,15,72,0,0,0,0,1,0,3,0,1,0,0,23,0,20,0,-1,1,1,0,1,1,1,0,0,4,30,143,1,242,-1,-1,0,http://ppxy23.top,1
20,1,1,4,2,0,0,0,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,38,0,0,0,542,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,-1,1,1,1,1,1,1,0,0,1,3,5,2,708,1,1,1,http://bizsolutions-int.com,1
11,0,1,4,18,0,1,0,19,0,1,1,-1,1,1,0,1,1,1,0,0,10,0,0,19,0,0,19,16,59,1,1,1,5103,0,18,251,0,1,1,1,0,1,16,1,0,0,0,71,0,27,0,-1,1,1,0,1,1,1,1,0,5,-1,542,1,189,1,1,0,http://emage.co.uk,1
11,0,1,2,13,0,1,0,21,1,1,1,0,1,1,1,1,0,0,0,0,2,0,0,19,0,0,36,49,33,1,0,0,2358,0,13,136,0,1,1,0,0,0,20,1,0,0,0,93,0,5,0,-1,1,1,0,1,1,1,1,0,9,4,-1,3,216,1,-1,0,http://popkoff.com,1
